Id,Label,occ_field,weighted_avg_income,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,eigencentrality,stat_inf_class
6230,Carpenters,Construction,21274.621404,7,20,16,36,75437.29,32170.41,107607.7,4,0.454639,0.479403,95.252264,0.019926,0.009883,0.001152,0.125583,113
6240,"Carpet, Floor, and Tile Installers and Finishers",Construction,15447.695258,7,10,10,20,31163.66,22568.58,53732.24,4,0.419202,0.444633,15.414863,0.007011,0.006462,0.000805,0.037615,166
7020,Radio and Telecommunications Equipment Installers and Repairers,"Installation, Maintenance, and Repair",47326.172629,3,23,22,45,74344.1,75809.33,150153.43,4,0.474194,0.499055,266.630637,0.017995,0.014418,0.001562,0.120488,174
7700,First-Line Supervisors of Production and Operating Workers,Production,41670.759362,7,44,58,102,130307.57,156139.43,286447,4,0.514586,0.553666,403.309007,0.039178,0.049564,0.002202,0.272246,118
7800,Bakers,Production,18943.79946,7,88,93,181,602132.58,515492.25,1117624.83,3,0.543773,0.597128,2089.537976,0.062765,0.064393,0.004467,0.426704,130
9140,Taxi Drivers and Chauffeurs,Transportation and Material Moving,17921.276157,7,72,46,118,466507.97,246000.98,712508.95,4,0.504577,0.538171,724.694988,0.056331,0.03871,0.00353,0.38265,131
530,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Business Operations Specialists,46338.780779,1,56,60,116,432545.62,984460.75,1417006.37,3,0.506897,0.549887,158.653049,0.050314,0.049299,0.002564,0.353923,23
1010,Computer Programmers,Computer and Mathematical,66865.953123,3,38,43,81,285488.65,320953.32,606441.97,4,0.491091,0.526833,171.427521,0.031208,0.034294,0.002111,0.223411,85
1050,Computer Support Specialists,Computer and Mathematical,54952.953442,3,51,44,95,416388.86,406018.97,822407.83,4,0.494949,0.530045,152.133133,0.044399,0.037727,0.002393,0.31298,126
1600,Agricultural and Food Scientists,"Life, Physical, and Social Science",49095.086349,5,17,10,27,50714.26,25788.03,76502.29,4,0.429406,0.454082,128.175004,0.009914,0.009178,0.001492,0.065314,43
1720,Chemists and Materials Scientists,"Life, Physical, and Social Science",64070.119755,5,19,21,40,112583.94,70113.02,182696.96,4,0.430244,0.462774,65.393546,0.012361,0.012051,0.001415,0.082823,43
4600,Childcare Workers,Personal Care and Service,11805.201369,7,173,193,366,5403984,3610817.49,9014801.49,3,0.63,0.714664,4511.57936,0.119634,0.128813,0.007818,0.864151,49
8230,"Bookbinders, Printing Machine Operators, and Job Printers",Production,27005.39981,7,54,50,104,244023.54,230118.29,474141.83,4,0.506315,0.542328,349.206957,0.039011,0.034974,0.002503,0.259269,105
830,Credit Analysts,Financial Specialists,54640.947041,1,15,8,23,61883.05,39521.55,101404.6,4,0.418009,0.441988,12.183718,0.009384,0.006064,0.001069,0.061013,25
840,Financial Analysts,Financial Specialists,76887.913376,1,21,25,46,232718.75,223747.12,456465.87,4,0.44012,0.474301,108.560017,0.015588,0.017522,0.00139,0.107865,25
940,Tax Preparers,Financial Specialists,25751.119201,1,76,34,110,633392.29,199664.49,833056.78,3,0.485683,0.515873,292.817834,0.062853,0.028588,0.00366,0.447191,7
2040,Clergy,Community and Social Services,34770.448492,5,27,32,59,229676.61,195660.06,425336.67,4,0.466667,0.501134,33.315515,0.023443,0.029012,0.001421,0.156174,96
2330,Special Education Teachers,"Education, Training, and Library",45416.015799,5,54,50,104,784088.34,421289.18,1205377.52,4,0.504577,0.541194,307.499409,0.051887,0.045595,0.00248,0.361313,91
3160,Physical Therapists,Healthcare Practitioners and Technicians,56207.255705,0,32,30,62,425128.57,267782.52,692911.09,4,0.462264,0.496221,143.977263,0.026105,0.019935,0.001778,0.177777,44
4000,Chefs and Cooks,Food Preparation and Serving,17690.017078,7,124,164,288,2547963,1992374.59,4540337.59,3,0.605769,0.682162,2987.599602,0.094191,0.11426,0.005467,0.66121,95
4430,"Entertainment Attendants and Related Workers, nec",Personal Care and Service,16540.691132,7,66,70,136,469491.83,403313.83,872805.66,3,0.520661,0.566138,173.29147,0.060491,0.060984,0.002812,0.411192,72
4740,Counter and Rental Clerks,Sales and Related,21528.252925,2,63,52,115,393038,285997.9,679035.9,3,0.510417,0.546107,96.807777,0.061661,0.050411,0.002744,0.417793,106
4830,Travel Agents,Sales and Related,29795.380459,2,38,38,76,310804.12,179070.18,489874.3,4,0.485683,0.519274,74.518839,0.037306,0.03454,0.001794,0.250896,80
4900,"Models, Demonstrators, and Product Promoters",Sales and Related,13012.433419,2,52,33,85,282768.3,151973.76,434742.06,4,0.487293,0.516629,140.600759,0.044579,0.033295,0.002472,0.308579,139
5020,Telephone Operators,Office and Administrative Support,24729.663878,7,54,35,89,220234.97,121473.37,341708.34,4,0.487832,0.518519,58.489412,0.052312,0.033214,0.0024,0.362302,51
5140,Payroll and Timekeeping Clerks,Office and Administrative Support,35933.65161,7,59,59,118,453438.57,355629.77,809068.34,3,0.50748,0.549509,164.19408,0.050804,0.053667,0.002817,0.362048,9
5230,"Credit Authorizers, Checkers, and Clerks",Office and Administrative Support,37799.091416,7,32,27,59,134332.94,77797.76,212130.7,4,0.469649,0.499433,42.630451,0.029699,0.024544,0.001646,0.204603,20
6005,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Farming, Fisheries, and Forestry",34907.53168,7,7,6,13,14935.81,10557.18,25492.99,4,0.436202,0.45616,3.558515,0.008897,0.005374,0.00054,0.046564,106
6260,Construction Laborers,Construction,27524.548406,7,63,45,108,331878.74,143521.95,475400.69,4,0.509827,0.540816,1125.092871,0.051446,0.038546,0.003058,0.348363,168
8220,"Metal workers and plastic workers, nec",Production,28497.077357,7,53,60,113,335008.08,266570.5,601578.58,4,0.520047,0.558579,720.810393,0.038333,0.038668,0.002673,0.251934,161
700,Logisticians,Business Operations Specialists,58895.342719,1,21,25,46,170260.97,96744.09,267005.06,4,0.46519,0.494709,16.651488,0.018776,0.020568,0.001137,0.124054,14
3410,Health Diagnosing and Treating Practitioner Support Technicians,Healthcare Practitioners and Technicians,31280.667989,0,95,100,195,1325886.26,1332090.18,2657976.44,3,0.547826,0.604686,733.199209,0.077556,0.080617,0.004486,0.548244,0
4350,Nonfarm Animal Caretakers,Personal Care and Service,16726.615406,7,67,65,132,794476.42,502108.8,1296585.22,3,0.520047,0.56198,309.265979,0.056454,0.052872,0.002992,0.384744,113
4510,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,16226.882599,7,101,90,191,2268496.29,1654384.85,3922881.14,3,0.540441,0.592971,761.147532,0.083877,0.073162,0.004567,0.593132,140
4520,"Personal Appearance Workers, nec",Personal Care and Service,19278.453276,7,63,41,104,1123344.04,702772.61,1826116.65,4,0.493841,0.527211,157.044707,0.055924,0.033765,0.002836,0.380937,74
4940,Telemarketers,Sales and Related,18682.587035,7,72,66,138,485602.03,243631.78,729233.81,3,0.521277,0.563492,428.989335,0.065326,0.053877,0.003134,0.451145,29
7010,"Computer, Automated Teller, and Office Machine Repairers","Installation, Maintenance, and Repair",40673.495993,3,34,33,67,104239.75,123388.84,227628.59,4,0.469149,0.50359,1007.792168,0.023379,0.014855,0.002592,0.155502,174
8760,"Medical, Dental, and Ophthalmic Laboratory Technicians",Production,30265.169952,7,50,46,96,189926.48,158710.15,348636.63,4,0.494949,0.531746,488.504451,0.033438,0.031455,0.002519,0.22505,135
1550,"Engineering Technicians, Except Drafters",Technicians,40616.571036,5,57,53,110,242764.77,164927.89,407692.66,4,0.506897,0.544785,517.788163,0.043996,0.040544,0.002783,0.300914,42
4060,"Counter Attendant, Cafeteria, Food Concession, and Coffee Shop",Food Preparation and Serving,9399.825486,7,67,90,157,743489.23,682958.87,1426448.1,3,0.546468,0.596372,402.186313,0.058975,0.077122,0.002922,0.399718,119
8800,Packaging and Filling Machine Operators and Tenders,Production,22927.90498,7,89,90,179,798685.11,583997.98,1382683.09,3,0.541769,0.593726,2180.407904,0.056377,0.053636,0.004412,0.383763,11
820,Budget Analysts,Financial Specialists,65335.265552,1,20,20,40,83799.64,104919.91,188719.55,4,0.436634,0.467687,28.361205,0.01462,0.013377,0.001298,0.102089,25
1360,Civil Engineers,Architecture and Engineering,68458.944223,3,27,23,50,142879.04,143072.62,285951.66,4,0.443662,0.476002,271.168627,0.017133,0.01149,0.001878,0.117984,69
9000,Supervisors of Transportation and Material Moving Workers,Transportation and Material Moving,38960.727999,7,21,27,48,155175.18,113090.35,268265.53,4,0.476757,0.504346,180.646238,0.018227,0.022538,0.001224,0.112464,15
1430,"Industrial Engineers, including Health and Safety",Architecture and Engineering,78462.654727,3,26,23,49,122957.79,113217.63,236175.42,4,0.4647,0.49263,635.052965,0.016311,0.012705,0.002081,0.111975,69
3510,Medical Records and Health Information Technicians,Healthcare Practitioners and Technicians,37509.843611,0,52,47,99,448001.31,346939.26,794940.57,4,0.491639,0.530423,139.290447,0.044146,0.041227,0.002423,0.312962,23
7840,Food Batchmakers,Production,22039.778123,7,52,52,104,272147.26,259052.83,531200.09,4,0.510417,0.546485,291.114647,0.038432,0.039552,0.002553,0.258223,142
9620,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,21230.516405,7,130,147,277,1988229.06,1442656.77,3430885.83,3,0.590361,0.662132,3876.011043,0.089954,0.102303,0.0066,0.62947,128
1610,Biological Scientists,"Life, Physical, and Social Science",55544.595181,5,29,29,58,155404.18,133928.95,289333.13,4,0.470149,0.501134,382.931181,0.020833,0.020737,0.001924,0.146062,43
1910,Biological Technicians,"Life, Physical, and Social Science",31920.259394,5,32,21,53,99416.45,54142.24,153558.69,4,0.461297,0.488851,85.134394,0.023962,0.016548,0.001795,0.162157,84
3030,Dieticians and Nutritionists,Healthcare Practitioners and Technicians,44536.29853,0,38,27,65,265140.08,191875.27,457015.35,4,0.474704,0.502834,187.39909,0.032006,0.023182,0.002744,0.23189,26
3300,Clinical Laboratory Technologists and Technicians,Healthcare Practitioners and Technicians,42475.232151,0,55,62,117,774446.42,718667.85,1493114.27,4,0.520047,0.560091,282.937584,0.052415,0.051804,0.002511,0.358329,110
3500,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technicians,36076.880929,0,67,65,132,1472446.26,2542402.01,4014848.27,4,0.516393,0.560091,406.85431,0.061667,0.051041,0.003342,0.445255,45
4250,Grounds Maintenance Workers,Building and Grounds Cleaning and Maintenance,15372.815362,7,56,70,126,355368.33,345159.35,700527.68,3,0.531325,0.572562,512.427212,0.051381,0.057114,0.002674,0.355526,167
5420,"Information and Record Clerks, All Other",Office and Administrative Support,26668.047012,7,92,86,178,637619.38,449965.37,1087584.75,3,0.535844,0.587302,372.633398,0.07858,0.072539,0.003997,0.551407,48
5550,Postal Service Mail Carriers,Office and Administrative Support,43394.266997,6,43,35,78,265686.48,280075.65,545762.13,4,0.493841,0.522676,86.291078,0.039928,0.03227,0.002073,0.276262,78
5850,"Mail Clerks and Mail Machine Operators, Except Postal Service",Office and Administrative Support,23530.810756,7,47,50,97,228853.57,189002.49,417856.06,3,0.504,0.540438,139.116791,0.0436,0.040421,0.002175,0.296071,63
6050,"Agricultural workers, nec","Farming, Fisheries, and Forestry",15926.398712,7,65,77,142,681098.49,413015.03,1094113.52,3,0.536496,0.580877,826.479118,0.055873,0.064501,0.003011,0.383738,154
8350,"Tailors, Dressmakers, and Sewers",Production,17248.211068,7,57,54,111,309859.64,203996.72,513856.36,4,0.513388,0.549887,551.870813,0.040192,0.036967,0.002888,0.276315,160
9610,Cleaners of Vehicles and Equipment,Transportation and Material Moving,20037.779975,7,53,41,94,334523.75,193879.11,528402.86,4,0.504,0.534203,435.457149,0.0459,0.034438,0.003008,0.314472,57
330,Gaming Managers,"Management in Business, Science, and Arts",43519.745603,1,9,11,20,17286.5,23606.15,40892.65,4,0.444109,0.46712,19.200266,0.010032,0.009523,0.000643,0.058524,166
360,Natural Science Managers,"Management in Business, Science, and Arts",78291.272197,1,6,8,14,25252.03,21376.22,46628.25,4,0.418009,0.44161,1.005843,0.004581,0.007037,0.000608,0.034459,77
1540,Drafters,Architecture and Engineering,37825.197595,5,29,24,53,108110.18,124310.55,232420.73,4,0.479869,0.504535,80.171046,0.028005,0.020173,0.001542,0.190974,15
1650,"Medical Scientists, and Life Scientists, All Other","Life, Physical, and Social Science",69299.26806,5,54,28,82,237570.41,178238.09,415808.5,4,0.462749,0.495087,298.97186,0.041889,0.018492,0.003239,0.302948,31
1820,Psychologists,"Life, Physical, and Social Science",46668.770624,5,44,37,81,256826.16,171030.8,427856.96,4,0.479348,0.514172,210.552818,0.035395,0.02892,0.002436,0.259196,86
2440,Library Technicians,"Education, Training, and Library",21763.985814,7,18,22,40,120336.21,92642.48,212978.69,4,0.461297,0.48904,6.563038,0.018391,0.020276,0.000989,0.119448,116
2760,"Entertainers and Performers, Sports and Related Workers, All Other","Arts, Design, Entertainment, Sports, and Media",16253.493234,5,39,25,64,166129.81,68875.82,235005.63,4,0.466667,0.496032,38.088202,0.033186,0.021598,0.001832,0.221444,85
2860,"Media and Communication Workers, nec","Arts, Design, Entertainment, Sports, and Media",29003.321024,5,33,33,66,238797.27,191981.68,430778.95,4,0.484083,0.51455,55.068143,0.029745,0.030408,0.00168,0.205583,52
2920,"Television, Video, and Motion Picture Camera Operators and Editors","Arts, Design, Entertainment, Sports, and Media",54341.004411,5,17,10,27,51299.11,30141.09,81440.2,4,0.413696,0.439531,2.869551,0.014475,0.007212,0.00099,0.093405,17
3210,Recreational Therapists,Healthcare Practitioners and Technicians,39616.879542,0,10,9,19,43238.82,12224.4,55463.22,4,0.442327,0.464097,5.548059,0.009829,0.008551,0.000734,0.060054,44
3230,Speech Language Pathologists,Healthcare Practitioners and Technicians,52597.960552,0,31,25,56,309928.03,196070.6,505998.63,4,0.455579,0.486961,42.292101,0.029537,0.019129,0.001719,0.207887,12
7940,"Rolling Machine Setters, Operators, and Tenders, metal and Plastic",Production,24090.438282,7,6,7,13,7502.89,7749.05,15251.94,4,0.408333,0.431784,1.309567,0.00453,0.004713,0.000583,0.032334,120
8920,"Molders, Shapers, and Casters, Except Metal and Plastic",Production,12978.494196,7,20,28,48,63405.54,72378.31,135783.85,4,0.474704,0.503968,59.290179,0.017325,0.019544,0.001093,0.107978,60
1560,Surveying and Mapping Technicians,Technicians,34483.646247,5,13,11,24,36977.79,24215.64,61193.43,4,0.460334,0.480159,5.498854,0.012163,0.010837,0.000824,0.071769,15
1760,"Physical Scientists, nec","Life, Physical, and Social Science",75473.448676,5,32,29,61,199968.68,210179.15,410147.83,4,0.476242,0.506047,313.930741,0.021583,0.019444,0.002347,0.156484,43
3110,Physician Assistants,Healthcare Practitioners and Technicians,73070.988525,0,32,23,55,237495.05,173302.05,410797.1,4,0.45092,0.482237,165.303114,0.025372,0.015758,0.002274,0.180521,81
3900,Animal Control,Protective Service,31786.745501,7,9,5,14,46147.76,16563.24,62711,4,0.412535,0.434618,2.035308,0.008286,0.004822,0.000694,0.058191,166
3940,Crossing Guards,Protective Service,14092.073988,7,19,24,43,112734.76,77063.98,189798.74,3,0.485149,0.507937,19.781969,0.021273,0.022043,0.000989,0.132542,30
3950,"Law enforcement workers, nec",Protective Service,18424.454311,7,43,72,115,219447.06,349876.61,569323.67,3,0.524376,0.569917,115.045285,0.041811,0.061011,0.001942,0.278651,7
5220,"Court, Municipal, and License Clerks",Office and Administrative Support,37784.191196,7,40,41,81,259357.81,203940.04,463297.85,4,0.487293,0.522676,33.686245,0.039102,0.035729,0.001891,0.273779,34
5320,"Library Assistants, Clerical",Office and Administrative Support,17603.493689,7,65,54,119,362326.85,266559.71,628886.56,3,0.502278,0.542328,147.750415,0.061638,0.045617,0.002809,0.425091,33
7340,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",35094.75949,3,33,30,63,89069.96,85043.2,174113.16,4,0.482495,0.51096,1719.568503,0.020551,0.016393,0.002432,0.138313,174
7730,Engine and Other Machine Assemblers,Production,29162.464272,7,4,6,10,6269.75,9122.69,15392.44,4,0.425676,0.447468,17.58773,0.002654,0.004589,0.000483,0.016902,129
8140,"Welding, Soldering, and Brazing Workers",Production,28371.326944,7,36,35,71,169853.57,114661.89,284515.46,4,0.483553,0.515873,689.996656,0.02696,0.020334,0.001845,0.174091,129
8320,Sewing Machine Operators,Production,17408.527112,7,76,89,165,692339.19,559996.93,1252336.12,4,0.537805,0.591081,1301.008016,0.049948,0.056854,0.003605,0.337986,8
8740,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,34022.273988,7,117,140,257,999065.69,942342.2,1941407.89,3,0.584106,0.653817,5424.762104,0.074575,0.088646,0.006131,0.519825,4
8830,Photographic Process Workers and Processing Machine Operators,Production,23678.496286,7,46,55,101,144279.81,134874.07,279153.88,3,0.513388,0.550265,315.665742,0.036935,0.0438,0.002251,0.247393,63
9640,"Packers and Packagers, Hand",Transportation and Material Moving,19895.743489,7,90,112,202,1299526.85,1131739.15,2431266,4,0.558228,0.619803,1705.433677,0.065209,0.076517,0.004333,0.448861,59
6320,"Construction equipment operators except paving, surfacing, and tamping equipment operators",Construction,41605.368813,7,6,16,22,17035.32,45756.73,62792.05,4,0.445005,0.471844,454.281221,0.004696,0.009821,0.000569,0.021213,166
860,Insurance Underwriters,Financial Specialists,55320.584053,1,28,35,63,162378.65,228300.29,390678.94,3,0.465681,0.50189,85.712165,0.024812,0.025997,0.001555,0.173965,20
3320,Diagnostic Related Technologists and Technicians,Healthcare Practitioners and Technicians,52478.999141,0,43,36,79,666797.44,513755.09,1180552.53,4,0.474194,0.509448,71.978451,0.040634,0.0292,0.002059,0.282567,31
3620,Physical Therapist Assistants and Aides,Healthcare Support,35563.971246,4,23,22,45,190793.53,158879.48,349673.01,4,0.469149,0.495465,25.957442,0.023362,0.017993,0.001239,0.156542,16
9650,Pumping Station Operators,Transportation and Material Moving,20804.320146,7,7,11,18,14331.34,23069.62,37400.96,4,0.457944,0.478458,0.341067,0.009155,0.011672,0.000562,0.05041,131
1930,"Geological and Petroleum Technicians, and Nuclear Technicians","Life, Physical, and Social Science",50847.522864,5,6,4,10,13184.95,7258.64,20443.59,4,0.428155,0.448413,0.594605,0.005665,0.003316,0.000562,0.030662,84
2700,"Actors, Producers, and Directors","Arts, Design, Entertainment, Sports, and Media",63685.693681,5,35,54,89,272696.46,286999.78,559696.24,4,0.505155,0.544596,58.595334,0.031721,0.04617,0.001743,0.221401,139
3240,"Therapists, nec",Healthcare Practitioners and Technicians,39929.455462,0,40,46,86,524597.8,334523.79,859121.59,3,0.496622,0.532502,323.577415,0.035162,0.036014,0.002141,0.24635,26
5250,"Eligibility Interviewers, Government Programs",Office and Administrative Support,40346.429255,7,52,40,92,230402.58,152081.61,382484.19,3,0.47779,0.514739,93.429192,0.048969,0.035733,0.00247,0.342504,115
6200,First-Line Supervisors of Construction Trades and Extraction Workers,Construction,44553.890778,7,22,14,36,77737.47,26219.92,103957.39,4,0.425265,0.453326,154.299276,0.016892,0.008976,0.001491,0.113793,166
6420,"Painters, Construction and Maintenance",Construction,19883.158174,7,52,43,95,227904.68,140563.6,368468.28,4,0.492737,0.528156,2259.787851,0.033777,0.026563,0.003534,0.22924,169
1640,Conservation Scientists and Foresters,"Life, Physical, and Social Science",58940.452022,5,17,5,22,36193.97,7483.86,43677.83,5,0.342391,0.357294,14.400448,0.012367,0.001224,0.00135,0.081943,43
2050,"Directors, Religious Activities and Education",Community and Social Services,30702.685964,5,20,13,33,116076.48,108782.31,224858.79,4,0.446356,0.471088,9.274698,0.018545,0.011205,0.001123,0.124229,82
2430,Librarians,"Education, Training, and Library",39092.651566,7,53,55,108,405998.51,325774.86,731773.37,4,0.501136,0.542517,132.274695,0.04749,0.041816,0.002414,0.333641,117
3820,Police Officers and Detectives,Protective Service,60187.504962,6,45,35,80,277519.13,185955.44,463474.57,4,0.480916,0.513416,148.550573,0.04003,0.028819,0.002228,0.281271,109
4240,Pest Control Workers,Building and Grounds Cleaning and Maintenance,33165.971631,7,7,10,17,19382.32,16416.44,35798.76,4,0.453704,0.473923,1.028868,0.007202,0.010491,0.000567,0.036894,64
5920,Statistical Assistants,Office and Administrative Support,34789.473695,7,38,22,60,114712.97,62664.53,177377.5,4,0.460334,0.488284,46.559028,0.037907,0.019574,0.001778,0.265788,13
6660,Construction and Building Inspectors,Construction,78378.937064,7,15,11,26,46704.72,37410.49,84115.21,4,0.428988,0.45446,635.876256,0.007929,0.004285,0.001541,0.047421,169
7000,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",45278.139879,3,17,13,30,39395.91,27313.1,66709.01,4,0.45092,0.474301,59.318494,0.013881,0.010697,0.00126,0.089319,174
500,"Agents and Business Managers of Artists, Performers, and Athletes",Business Operations Specialists,44203.186979,1,22,20,42,116934.65,45727.36,162662.01,4,0.452308,0.480348,12.954245,0.020231,0.017574,0.001211,0.130823,32
600,Cost Estimators,Business Operations Specialists,59162.201905,1,15,16,31,61062.23,63849.39,124911.62,4,0.430664,0.459751,8.363576,0.015272,0.011473,0.000938,0.111393,32
930,"Tax Examiners and Collectors, and Revenue Agents",Financial Specialists,47267.416334,1,31,20,51,158081.91,117033.37,275115.28,4,0.436634,0.467498,36.782512,0.029104,0.013657,0.00164,0.199426,25
1310,"Surveyors, Cartographers, and Photogrammetrists",Architecture and Engineering,41748.236812,1,7,13,20,10653.22,29524.42,40177.64,4,0.45,0.473545,18.338404,0.006037,0.011074,0.000745,0.046102,38
1350,Chemical Engineers,Architecture and Engineering,91083.615527,3,14,7,21,67292.07,27930.03,95222.1,4,0.417614,0.440854,58.011373,0.006579,0.00317,0.001284,0.0373,69
1460,Mechanical Engineers,Architecture and Engineering,74608.517808,3,15,15,30,64977.32,76345.37,141322.69,4,0.415646,0.4452,157.732033,0.007104,0.006472,0.001433,0.038999,69
1520,"Petroleum, mining and geological engineers, including mining safety engineers",Architecture and Engineering,88954.996233,3,7,3,10,16418.15,10777.32,27195.47,5,0.340804,0.353137,446.093112,0.005778,0.000553,0.000833,0.02925,69
1530,"Engineers, nec",Architecture and Engineering,88087.508473,3,29,19,48,210576.15,154484.31,365060.46,4,0.434911,0.46542,272.093221,0.019561,0.008869,0.001973,0.127868,69
1740,Environmental Scientists and Geoscientists,"Life, Physical, and Social Science",68541.603745,5,18,15,33,59193.62,51126.96,110320.58,4,0.426499,0.455215,71.878149,0.015325,0.007912,0.001357,0.102606,43
3150,Occupational Therapists,Healthcare Practitioners and Technicians,56950.133886,0,19,19,38,302187.64,154781.25,456968.89,4,0.430664,0.462207,56.666964,0.014582,0.013446,0.001364,0.097315,44
3260,"Health Diagnosing and Treating Practitioners, nec",Healthcare Practitioners and Technicians,23380.749284,0,17,15,32,71902.43,51281.14,123183.57,4,0.406827,0.436886,9.409951,0.012443,0.009289,0.001015,0.07972,107
3400,Emergency Medical Technicians and Paramedics,Healthcare Practitioners and Technicians,40238.583162,0,33,30,63,286357.05,242988.03,529345.08,4,0.478308,0.507937,19.027449,0.032325,0.027398,0.001595,0.22308,94
3740,Firefighters,Protective Service,53293.668798,5,7,12,19,16679.39,11579.41,28258.8,4,0.458897,0.47997,4.401766,0.007798,0.011943,0.00062,0.04534,84
3800,"Sheriffs, Bailiffs, Correctional Officers, and Jailers",Protective Service,38793.383151,6,51,47,98,276577.11,219885.09,496462.2,4,0.503425,0.538171,343.640623,0.047993,0.041233,0.002326,0.320307,30
3910,Private Detectives and Investigators,Protective Service,46763.669677,7,24,20,44,131875.84,136959.14,268834.98,4,0.467656,0.492819,35.942003,0.021947,0.017901,0.001311,0.142436,66
5510,Couriers and Messengers,Office and Administrative Support,27252.34983,7,68,67,135,579157.44,277620.61,856778.05,3,0.521893,0.564626,776.003387,0.060106,0.058264,0.003266,0.418428,115
5630,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Office and Administrative Support,28548.190475,7,32,29,61,158143.48,94870.79,253014.27,4,0.485683,0.512283,26.582904,0.030741,0.02874,0.001541,0.207233,73
6355,Electricians,Construction,40336.350546,7,17,14,31,38860.44,19526.17,58386.61,4,0.451382,0.476002,56.900705,0.015507,0.010337,0.001136,0.098929,166
6360,Glaziers,Construction,25041.083002,7,5,3,8,12056.94,3739.35,15796.29,4,0.39375,0.41421,3.739634,0.001906,0.001825,0.000735,0.015994,169
6940,"Extraction workers, nec",Extraction,90061.938198,1,8,7,15,12413.72,16679.82,29093.54,4,0.447716,0.466931,927.859675,0.006842,0.005823,0.000791,0.03735,26
7150,Automotive Body and Related Repairers,"Installation, Maintenance, and Repair",21943.752771,3,10,6,16,22545.16,12715.57,35260.73,4,0.413696,0.435752,32.520334,0.007024,0.003082,0.001037,0.04022,174
7420,Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair",57169.828832,3,18,17,35,40200.48,37908.98,78109.46,4,0.415646,0.446145,275.841332,0.010304,0.00496,0.001607,0.061709,174
7630,"Other Installation, Maintenance, and Repair Workers Including Wind Turbine Service Technicians, and Commercial Divers, and Signal and Track Switch Repairers","Installation, Maintenance, and Repair",26172.51048,3,19,17,36,66933.3,44379.66,111312.96,4,0.449541,0.47619,725.579469,0.012531,0.009926,0.001945,0.078615,174
7855,"Food Processing, nec",Production,30799.715749,7,31,28,59,160888.3,146856.18,307744.48,4,0.457469,0.491119,106.179234,0.020403,0.014498,0.001677,0.131398,68
8250,Prepress Technicians and Workers,Production,26691.458266,7,28,24,52,59120.54,51190.92,110311.46,4,0.473684,0.5,488.380001,0.018059,0.017782,0.001693,0.110253,146
8300,Laundry and Dry-Cleaning Workers,Production,20400.336492,7,89,65,154,600885.11,433904.04,1034789.15,4,0.513986,0.558768,1175.460961,0.053004,0.041823,0.00457,0.364646,167
8310,"Pressers, Textile, Garment, and Related Materials",Production,15755.287664,7,43,41,84,165266.07,120387.11,285653.18,4,0.494949,0.528345,199.5625,0.03,0.029364,0.002156,0.200536,60
8420,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Production,22216.101081,7,20,22,42,50239.44,68237.12,118476.56,4,0.463722,0.491308,30.60205,0.013438,0.014,0.001195,0.080628,135
8600,"Power Plant Operators, Distributors, and Dispatchers",Production,43052.939052,7,8,3,11,12290.61,6577.68,18868.29,4,0.370588,0.387944,0.127049,0.008082,0.001924,0.000599,0.042409,120
8650,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",Production,28238.900583,7,21,21,42,58552.85,63087.22,121640.07,4,0.460815,0.488284,56.58347,0.019251,0.013555,0.001189,0.123512,105
8750,Jewelers and Precious Stone and Metal Workers,Production,21053.980041,7,35,24,59,122919.78,58378.94,181298.72,4,0.435341,0.469577,178.176807,0.022048,0.011675,0.001923,0.1455,164
9750,"Material moving workers, nec",Transportation and Material Moving,27153.266004,7,18,9,27,35764.8,26317.23,62082.03,4,0.445905,0.467309,69.931375,0.014485,0.007715,0.001122,0.089436,79
510,"Buyers and Purchasing Agents, Farm Products",Business Operations Specialists,43324.743224,1,8,4,12,14222.45,6218.1,20440.55,4,0.400545,0.422147,1.247585,0.007402,0.003193,0.000614,0.040236,20
4640,Residential Advisors,Personal Care and Service,20745.065244,7,35,38,73,155029.78,144204.22,299234,4,0.496622,0.526833,112.098654,0.032338,0.034393,0.001863,0.217834,96
8910,"Etchers, Engravers, and Lithographers",Production,21463.838679,7,18,13,31,41018.95,26652.22,67671.17,4,0.418009,0.445767,12.452303,0.01479,0.006392,0.001007,0.090836,164
810,Appraisers and Assessors of Real Estate,Financial Specialists,38237.081227,1,24,15,39,114057.06,94940.42,208997.48,4,0.432777,0.460317,22.739905,0.019111,0.01034,0.0015,0.132755,25
